PA1 timing test,
srun -N2 PA1 10000 30 10000,
The following timings are the average of 30 tests:,
Integers , Seconds
1607,0.000286533
1608,0.0002913
1609,0.000291367
1610,0.000286633
1611,0.0002865
1612,0.000286667
1613,0.000286533
1614,0.000286633
1615,0.0002865
1616,0.000286533
1617,0.000291467
1618,0.0002865
1619,0.000286467
1620,0.000286667
1621,0.000286667
1622,0.000286433
1623,0.000286633
1624,0.000286567
1625,0.000291367
1626,0.0002866
1627,0.0002866
1628,0.000286533
1629,0.0002866
1630,0.000286733
1631,0.000286333
1632,0.000286667
1633,0.000286567
1634,0.000286633
1635,0.0002866
1636,0.000286633
1637,0.000286567
1638,0.000286633
1639,0.000286467
1640,0.0002867
1641,0.0002864
1642,0.000286633
1643,0.0002866
1644,0.0002913
1645,0.0002866
1646,0.000286633
1647,0.0002865
1648,0.0002866
1649,0.000290833
1650,0.0002871
1651,0.0002866
1652,0.000286667
1653,0.0002866
1654,0.0002866
1655,0.000286433
1656,0.000286633
1657,0.000286633
1658,0.000286567
1659,0.000286567
1660,0.0002866
1661,0.000286667
1662,0.0002866
1663,0.0002867
1664,0.000291333
1665,0.000286633
1666,0.000286533
1667,0.0002864
1668,0.0002865
1669,0.0002915
1670,0.000286467
1671,0.000286633
1672,0.000286567
1673,0.000286733
1674,0.0002866
1675,0.000286667
1676,0.000286667
1677,0.000286433
1678,0.000291367
1679,0.000286567
1680,0.0002866
1681,0.000286467
1682,0.000286567
1683,0.0002865
1684,0.0002867
1685,0.000286667
1686,0.0002866
1687,0.000286567
1688,0.0002914
1689,0.0002865
1690,0.000286567
1691,0.0002911
1692,0.000286633
1693,0.0002865
1694,0.0002866
1695,0.000286467
1696,0.000286567
1697,0.0002913
1698,0.000296167
1699,0.000286633
1700,0.000286667
1701,0.0002914
1702,0.000286567
1703,0.0002865
1704,0.000286667
1705,0.000286533
1706,0.000286533
1707,0.000291367
1708,0.0002866
1709,0.000286733
1710,0.000286533
1711,0.0002914
1712,0.0002866
1713,0.0002867
1714,0.0002865
1715,0.000286633
1716,0.0002866
1717,0.0002866
1718,0.000296167
1719,0.000286567
1720,0.0002865
1721,0.0002865
1722,0.0002866
1723,0.0002865
1724,0.000286667
1725,0.0002914
1726,0.000286533
1727,0.000286533
1728,0.000286567
1729,0.0002865
1730,0.000286567
1731,0.0002866
1732,0.0002866
1733,0.000286433
1734,0.0002867
1735,0.0002865
1736,0.0002866
1737,0.000286567
1738,0.0002866
1739,0.000286567
1740,0.000286633
1741,0.000286533
1742,0.0002865
1743,0.000286567
1744,0.000286567
1745,0.000286767
1746,0.000286333
1747,0.000286533
1748,0.0002866
1749,0.000291367
1750,0.000286667
1751,0.000286533
1752,0.0002866
1753,0.000286567
1754,0.000286433
1755,0.000286567
1756,0.0002911
1757,0.000291733
1758,0.000286667
1759,0.000286533
1760,0.000286567
1761,0.000286567
1762,0.0002866
1763,0.000291233
1764,0.000286733
1765,0.000286333
1766,0.0002866
1767,0.000286667
1768,0.000286633
1769,0.000286533
1770,0.000286567
1771,0.0002866
1772,0.000286567
1773,0.0002866
1774,0.0002866
1775,0.000286567
1776,0.0002866
1777,0.000286533
1778,0.000286533
1779,0.000286533
1780,0.000286633
1781,0.000286467
1782,0.000286667
1783,0.000286567
1784,0.0002866
1785,0.000286367
1786,0.000291333
1787,0.0002866
1788,0.000286633
1789,0.000286467
1790,0.000286533
1791,0.000286533
1792,0.0002866
1793,0.000286533
1794,0.0002866
1795,0.000286667
1796,0.000286467
1797,0.000286633
1798,0.000286533
1799,0.0002866
1800,0.000286567
1801,0.0002915
1802,0.000286567
1803,0.000286433
1804,0.000286433
1805,0.0002866
1806,0.000286467
1807,0.000286533
1808,0.0002866
1809,0.0002865
1810,0.000286667
1811,0.000286433
1812,0.000286567
1813,0.0002866
1814,0.000286633
1815,0.000286567
1816,0.000286667
1817,0.0002866
1818,0.000286567
1819,0.0002865
1820,0.000286567
1821,0.0002866
1822,0.000286633
1823,0.000286467
1824,0.000291433
1825,0.000286433
1826,0.000286633
1827,0.000286533
1828,0.000286433
1829,0.000286633
1830,0.0002866
1831,0.000286633
1832,0.000286567
1833,0.0002866
1834,0.000286633
1835,0.000286567
1836,0.000286533
1837,0.000286533
1838,0.0002866
1839,0.0002866
1840,0.000286633
1841,0.0002865
1842,0.000286533
1843,0.000286467
1844,0.000286567
1845,0.000286633
1846,0.000286533
1847,0.000286533
1848,0.0002867
1849,0.000286533
1850,0.000286567
1851,0.000286467
1852,0.0002865
1853,0.000286633
1854,0.000286633
1855,0.0002865
1856,0.000286633
1857,0.0002866
1858,0.0002866
1859,0.000286567
1860,0.000286567
1861,0.000286567
1862,0.000286533
1863,0.000286533
1864,0.000286533
1865,0.0002866
1866,0.000286567
1867,0.0002866
1868,0.0002865
1869,0.0002865
1870,0.0002866
1871,0.000286567
1872,0.0002866
1873,0.000286533
1874,0.000286733
1875,0.0002865
1876,0.0002865
1877,0.0002867
1878,0.000286533
1879,0.000286533
1880,0.000286633
1881,0.000286533
1882,0.0002866
1883,0.000286567
1884,0.0002866
1885,0.000286567
1886,0.000286533
1887,0.000286533
1888,0.000286667
1889,0.000286533
1890,0.0002866
1891,0.000286433
1892,0.000286667
1893,0.0002866
1894,0.000286567
1895,0.0002865
1896,0.000286033
1897,0.000286633
1898,0.0002865
1899,0.000286633
1900,0.000286567
1901,0.000286633
1902,0.0002866
1903,0.000286633
1904,0.000286533
1905,0.000286467
1906,0.0002866
1907,0.000286533
1908,0.000286533
1909,0.0002865
1910,0.000286567
1911,0.000286633
1912,0.0002866
1913,0.000286433
1914,0.000286567
1915,0.0002866
1916,0.0002866
1917,0.0002866
1918,0.000286567
1919,0.0002865
1920,0.000286633
1921,0.000286533
1922,0.000286567
1923,0.000286433
1924,0.0002866
1925,0.0002866
1926,0.000286467
1927,0.000286633
1928,0.000286533
1929,0.0002865
1930,0.0002866
1931,0.0002866
1932,0.0002867
1933,0.0002864
1934,0.000286667
1935,0.000286533
1936,0.000286567
1937,0.0002864
1938,0.000286667
1939,0.000286567
1940,0.000286633
1941,0.000286533
1942,0.000286667
1943,0.000286633
1944,0.0002866
1945,0.0002864
1946,0.000286667
1947,0.000286533
1948,0.0002866
1949,0.000286567
1950,0.000286667
1951,0.0002865
1952,0.0002866
1953,0.000286533
1954,0.000286567
1955,0.000286567
1956,0.000286733
1957,0.0002864
1958,0.000286633
1959,0.000286533
1960,0.000286567
1961,0.000286433
1962,0.000286633
1963,0.000286567
1964,0.000286533
1965,0.0002866
1966,0.000286467
1967,0.000286533
1968,0.0002866
1969,0.000286567
1970,0.0002866
1971,0.0002866
1972,0.000286667
1973,0.000286567
1974,0.000286533
1975,0.000286467
1976,0.000286767
1977,0.000286333
1978,0.0002866
1979,0.0002866
1980,0.000286633
1981,0.000286567
1982,0.000286633
1983,0.000286633
1984,0.000286433
1985,0.0002865
1986,0.0002865
1987,0.0002865
1988,0.000286633
1989,0.000286467
1990,0.000286633
1991,0.0002866
1992,0.000286533
1993,0.0002864
1994,0.000286633
1995,0.000286533
1996,0.000286667
1997,0.000286533
1998,0.000286533
1999,0.000286567
2000,0.000286567
2001,0.000286533
2002,0.0002865
2003,0.000286567
2004,0.000286667
2005,0.000286433
2006,0.000286667
2007,0.0002865
2008,0.0002866
2009,0.000286467
2010,0.000286533
2011,0.000286567
2012,0.0002865
2013,0.000286433
2014,0.000286767
2015,0.0002866
2016,0.0002867
2017,0.0002865
2018,0.000286667
2019,0.000286567
2020,0.000286667
2021,0.000286533
2022,0.000286567
2023,0.000286633
2024,0.0002866
2025,0.000286533
2026,0.000286533
2027,0.0002865
2028,0.0002866
2029,0.000286533
2030,0.000286767
2031,0.000286433
2032,0.000286567
2033,0.0002865
2034,0.000286567
2035,0.0002865
2036,0.000286667
2037,0.000286467
2038,0.000286633
2039,0.0002865
2040,0.0002867
2041,0.0002865
2042,0.0002867
2043,0.000286433
2044,0.000286633
2045,0.000286533
2046,0.000286667
2047,0.000300867
2048,0.000286633
2049,0.0002865
2050,0.000286667
2051,0.0002866
2052,0.000286533
2053,0.0002864
2054,0.0002867
2055,0.000286567
2056,0.000286567
2057,0.0002865
2058,0.000286633
2059,0.000286367
2060,0.000286733
2061,0.000286433
2062,0.0002866
2063,0.000286533
2064,0.0002866
2065,0.000286567
2066,0.0002866
2067,0.000300733
2068,0.0002867
2069,0.000286533
2070,0.0002866
2071,0.0002866
2072,0.000286533
2073,0.000286467
2074,0.0002866
2075,0.000286433
2076,0.0002866
2077,0.000286433
2078,0.0002867
2079,0.0002865
2080,0.0002866
2081,0.0002866
2082,0.000286567
2083,0.000286467
2084,0.0002866
2085,0.000286433
2086,0.000286633
2087,0.000286467
2088,0.000286733
2089,0.0002865
2090,0.0002865
2091,0.0002865
2092,0.000286433
2093,0.000286567
2094,0.000286667
2095,0.0002865
2096,0.000286633
2097,0.0002866
2098,0.0002866
2099,0.0002866
2100,0.000286533
2101,0.000286267
2102,0.0002864
2103,0.000286567
2104,0.000286633
2105,0.000286467
2106,0.0002866
2107,0.000286567
2108,0.000286667
2109,0.000286533
2110,0.0002865
2111,0.000286467
2112,0.000286633
2113,0.000291467
2114,0.0002866
2115,0.0002865
2116,0.000286633
2117,0.000286533
2118,0.000286533
2119,0.000286467
2120,0.000286567
2121,0.000286567
2122,0.000286467
2123,0.000286667
2124,0.000286433
2125,0.000286633
2126,0.000286667
2127,0.000286467
2128,0.000286633
2129,0.0002866
2130,0.000286467
2131,0.000286567
2132,0.000286633
2133,0.0002866
2134,0.0002866
2135,0.0002865
2136,0.000286533
2137,0.000286633
2138,0.0002865
2139,0.0002866
2140,0.0002866
2141,0.000286567
2142,0.0002865
2143,0.0002865
2144,0.000286567
2145,0.0002866
2146,0.000286667
2147,0.000286533
2148,0.0002865
2149,0.000286467
2150,0.000286633
2151,0.000286567
2152,0.000286633
2153,0.000286433
2154,0.000290833
2155,0.000286967
2156,0.000286567
2157,0.000286667
2158,0.0002864
2159,0.000286533
2160,0.000286533
2161,0.0002866
2162,0.000286567
2163,0.0002866
2164,0.000286667
2165,0.000286467
2166,0.000286567
2167,0.0002866
2168,0.000291333
2169,0.0002866
2170,0.000286567
2171,0.000286533
2172,0.000286567
2173,0.0002865
2174,0.000286533
2175,0.0002865
2176,0.000286567
2177,0.000286567
2178,0.0002867
2179,0.0002865
2180,0.000286667
2181,0.0002864
2182,0.000286567
2183,0.000286533
2184,0.000286467
2185,0.000286533
2186,0.0002866
2187,0.000286533
2188,0.000286467
2189,0.000286567
2190,0.000286633
2191,0.000286467
2192,0.000286533
2193,0.0002866
2194,0.0002865
2195,0.000286567
2196,0.000286667
2197,0.000286567
2198,0.000286633
2199,0.000286467
2200,0.0002866
2201,0.0002865
2202,0.0002866
2203,0.0002866
2204,0.000286533
2205,0.000286567
2206,0.000286567
2207,0.0002865
2208,0.000286433
2209,0.0002866
2210,0.000286533
2211,0.0002864
2212,0.000286533
2213,0.000286567
2214,0.000286533
2215,0.000286533
2216,0.000286433
2217,0.0002866
2218,0.000286533
2219,0.000286567
2220,0.0002866
2221,0.0002865
2222,0.0002865
2223,0.000286533
2224,0.000286567
2225,0.0002866
2226,0.000286567
2227,0.0002865
2228,0.000286567
2229,0.000286533
2230,0.000286467
2231,0.0002866
2232,0.000286567
2233,0.000286467
2234,0.000286567
2235,0.0002866
2236,0.000286533
2237,0.000286567
2238,0.000286567
2239,0.000286533
2240,0.000286667
2241,0.000286567
2242,0.000286567
2243,0.0002865
2244,0.0002866
2245,0.0002865
2246,0.000286533
2247,0.000286633
2248,0.000286633
2249,0.000286567
2250,0.0002865
2251,0.0002866
2252,0.000286633
2253,0.0002865
2254,0.000286467
2255,0.0002865
2256,0.0002866
2257,0.000286567
2258,0.000286567
2259,0.0002866
2260,0.000286633
2261,0.000286567
2262,0.000286533
2263,0.0002866
2264,0.0002865
2265,0.000286633
2266,0.0002865
2267,0.000286467
2268,0.000286533
2269,0.0002866
2270,0.0002866
2271,0.000286533
2272,0.000286533
2273,0.0002866
2274,0.0002865
2275,0.000286533
2276,0.000286567
2277,0.000286567
2278,0.000286533
2279,0.000286567
2280,0.0002866
2281,0.000286533
2282,0.000286667
2283,0.000286467
2284,0.0002866
2285,0.0002866
2286,0.000286467
2287,0.000286567
2288,0.000286567
2289,0.0002866
2290,0.0002865
2291,0.000286567
2292,0.000286533
2293,0.000286667
2294,0.0002865
2295,0.0002866
2296,0.000286533
2297,0.000286633
2298,0.000286567
2299,0.000286467
2300,0.000286667
2301,0.0002865
2302,0.0002866
2303,0.000286533
2304,0.0002866
2305,0.0002866
2306,0.000286233
2307,0.0002865
2308,0.0002865
2309,0.0002865
2310,0.000286567
2311,0.000286533
2312,0.000286533
2313,0.000286667
2314,0.0002866
2315,0.0002863
2316,0.000286533
2317,0.000286533
2318,0.000286533
2319,0.000286533
2320,0.000286567
2321,0.0002866
2322,0.000286533
2323,0.000286567
2324,0.0002865
2325,0.0002866
2326,0.000286567
2327,0.0002866
2328,0.0002865
2329,0.0002865
2330,0.0002866
2331,0.000286533
2332,0.000286567
2333,0.000286533
2334,0.000286567
2335,0.000286567
2336,0.000286633
2337,0.000286533
2338,0.000286467
2339,0.000286633
2340,0.000286533
2341,0.000286533
2342,0.0002866
2343,0.0002866
2344,0.0002865
2345,0.000286633
2346,0.000286567
2347,0.0002866
2348,0.000286667
2349,0.000286467
2350,0.0002864
2351,0.000286567
2352,0.000286567
2353,0.000286633
2354,0.0002864
2355,0.000286633
2356,0.0002865
2357,0.0002866
2358,0.000286433
2359,0.0002865
2360,0.0002865
2361,0.0002866
2362,0.000286567
2363,0.000286467
2364,0.000286467
2365,0.000286633
2366,0.000286533
2367,0.000286533
2368,0.0002866
2369,0.000286567
2370,0.000286433
2371,0.000286667
2372,0.000286467
2373,0.0002865
2374,0.000286433
2375,0.0002866
2376,0.000286433
2377,0.000286567
2378,0.000286667
2379,0.000286533
2380,0.000286533
2381,0.000286533
2382,0.000286433
2383,0.0002865
2384,0.000286367
2385,0.0002866
2386,0.0002867
2387,0.0002864
2388,0.000286533
2389,0.000286533
2390,0.0002865
2391,0.000286533
2392,0.0002866
2393,0.000286533
2394,0.0002865
2395,0.000291267
2396,0.000300933
2397,0.0002866
2398,0.000286533
2399,0.0002865
2400,0.0002866
2401,0.0002865
2402,0.000286533
2403,0.000286567
2404,0.0002866
2405,0.0002866
2406,0.000286367
2407,0.000286567
2408,0.0002866
2409,0.0002866
2410,0.000286567
2411,0.000286467
2412,0.0002867
2413,0.000286433
2414,0.000286667
2415,0.000286533
2416,0.0003009
2417,0.000286433
2418,0.000286633
2419,0.000286467
2420,0.000286533
2421,0.000286533
2422,0.0002866
2423,0.000286533
2424,0.0002866
2425,0.000286567
2426,0.0002865
2427,0.000286467
2428,0.0002865
2429,0.000286533
2430,0.000286567
2431,0.0002866
2432,0.0002865
2433,0.000286533
2434,0.000286533
2435,0.0002865
2436,0.0002866
2437,0.0002865
2438,0.0002866
2439,0.0002865
2440,0.000286567
2441,0.000286433
2442,0.0002866
2443,0.0002866
2444,0.000286433
2445,0.0002865
2446,0.000286567
2447,0.000286533
2448,0.0002866
2449,0.000286467
2450,0.000286533
2451,0.0002866
2452,0.000286467
2453,0.000291333
2454,0.000286567
2455,0.0002865
2456,0.000286633
2457,0.000286633
2458,0.0002913
2459,0.000286533
2460,0.000286433
2461,0.000286633
2462,0.000286567
2463,0.0002864
2464,0.000286533
2465,0.000286433
2466,0.000286633
2467,0.000286567
2468,0.000286533
2469,0.000286567
2470,0.000286533
2471,0.000286567
2472,0.000286433
2473,0.000286667
2474,0.000286533
2475,0.0002866
2476,0.0002864
2477,0.000286633
2478,0.000286433
2479,0.0002866
2480,0.000286467
2481,0.000286433
2482,0.000286533
2483,0.000286567
2484,0.000286467
2485,0.000286467
2486,0.000286467
2487,0.000286533
2488,0.000286633
2489,0.0002865
2490,0.0002866
2491,0.000286567
2492,0.000286567
2493,0.000286567
2494,0.0002865
2495,0.000286567
2496,0.000286533
2497,0.000286667
2498,0.0002865
2499,0.000286567
2500,0.000286633
2501,0.000286567
2502,0.000286567
2503,0.000286533
2504,0.000286567
2505,0.000286533
2506,0.0002866
2507,0.0002865
2508,0.000286467
2509,0.000286667
2510,0.000286567
2511,0.000290933
2512,0.000286533
2513,0.000286633
2514,0.000286467
2515,0.000286567
2516,0.0002866
2517,0.000286533
2518,0.0002865
2519,0.000286667
2520,0.0002865
2521,0.000286567
2522,0.0002865
2523,0.000286567
2524,0.0002865
2525,0.0002865
2526,0.000286633
2527,0.000286467
2528,0.000286567
2529,0.000286567
2530,0.000286633
2531,0.000286533
2532,0.000286533
2533,0.000286633
2534,0.000286467
2535,0.000286567
2536,0.000286533
2537,0.000286633
2538,0.000286533
2539,0.000286633
2540,0.000286567
2541,0.0002865
2542,0.0002865
2543,0.000286633
2544,0.0002865
2545,0.000286567
2546,0.000286467
2547,0.000286633
2548,0.000286567
2549,0.000286633
2550,0.000286467
2551,0.0002865
2552,0.0002866
2553,0.000286667
2554,0.000286467
2555,0.000286667
2556,0.0002865
2557,0.000286633
2558,0.000286467
2559,0.000286567
2560,0.000286533
2561,0.0002865
2562,0.000286467
2563,0.000286567
2564,0.000286533
2565,0.0002866
2566,0.000286567
2567,0.000286467
2568,0.0002866
2569,0.000286533
2570,0.000286567
2571,0.000286533
2572,0.000286633
2573,0.000286533
2574,0.000286367
2575,0.0002865
2576,0.0002865
2577,0.000286567
2578,0.0002865
2579,0.000286633
2580,0.000286433
2581,0.000286667
2582,0.000286433
2583,0.000286567
2584,0.000286533
2585,0.000286567
2586,0.000286533
2587,0.000286633
2588,0.000286433
2589,0.000286633
2590,0.000286433
2591,0.0002865
2592,0.000286667
2593,0.000286533
2594,0.000286567
2595,0.0002866
2596,0.0002866
2597,0.0002865
2598,0.0002866
2599,0.000286467
2600,0.0002865
2601,0.000286633
2602,0.000286533
2603,0.000286733
2604,0.000286433
2605,0.000286567
2606,0.0002866
2607,0.000286667
2608,0.0002865
2609,0.000286567
2610,0.0002865
2611,0.0002866
2612,0.0002865
2613,0.000286533
2614,0.000286433
2615,0.000286433
2616,0.0002864
2617,0.000286533
2618,0.000286567
2619,0.000286633
2620,0.0002865
2621,0.000286533
2622,0.000286467
2623,0.000291367
2624,0.000286533
2625,0.0002866
2626,0.000286533
2627,0.0002913
2628,0.000286433
2629,0.000286533
2630,0.000286433
2631,0.000286533
2632,0.000286567
2633,0.0002913
2634,0.000286567
2635,0.0002864
2636,0.000291367
2637,0.000286667
2638,0.0002911
2639,0.0002867
2640,0.000286533
2641,0.000286533
2642,0.000286533
2643,0.000286567
2644,0.0002865
2645,0.000291367
2646,0.000286467
2647,0.000286633
2648,0.000286533
2649,0.000286467
2650,0.000291367
2651,0.000286567
2652,0.0002865
2653,0.000286633
2654,0.000286567
2655,0.000291433
2656,0.0002912
2657,0.000291367
2658,0.0002913
2659,0.000286533
2660,0.000300833
2661,0.000286433
2662,0.000286567
2663,0.000296167
2664,0.000286567
2665,0.0003009
2666,0.000295933
2667,0.000296133
2668,0.000291333
2669,0.000300867
2670,0.000286567
2671,0.000291267
2672,0.000291267
2673,0.000291367
2674,0.000295967
2675,0.000300933
2676,0.000300933
2677,0.000291267
2678,0.000286567
2679,0.0002914
2680,0.000300867
2681,0.000300967
2682,0.000296133
2683,0.000310467
2684,0.000300733
2685,0.0002962
2686,0.0003103
2687,0.0003058
2688,0.000300967
2689,0.000319867
2690,0.000301067
2691,0.0003152
2692,0.000329333
2693,0.0003296
2694,0.000324633
2695,0.000329567
2696,0.000324967
2697,0.000320167
2698,0.000339133
2699,0.0003344
2700,0.000339
2701,0.0003439
2702,0.0003436
2703,0.0003391
2704,0.0003441
2705,0.000339133
2706,0.0003439
2707,0.000334333
2708,0.000343867
2709,0.000343667
2710,0.000344033
2711,0.000353233
2712,0.000339433
2713,0.000353433
2714,0.000348433
2715,0.000353133
2716,0.0003487
2717,0.000353367
2718,0.000358133
2719,0.000353567
2720,0.0003488
2721,0.0003627
2722,0.000353633
2723,0.000358267
2724,0.000358033
2725,0.000363233
2726,0.0003582
2727,0.0003581
2728,0.000353567
2729,0.000362833
2730,0.000358333
2731,0.000367767
2732,0.000367767
2733,0.000363
2734,0.0003819
2735,0.0003632
2736,0.0003629
2737,0.000363167
2738,0.000367833
2739,0.0003628
2740,0.000367733
2741,0.000367667
2742,0.000367733
2743,0.000363033
2744,0.000372533
2745,0.000367967
2746,0.000367633
2747,0.000377333
2748,0.0003774
2749,0.000367667
2750,0.000372467
2751,0.0003726
2752,0.000377267
2753,0.000377467
2754,0.000367867
2755,0.000372567
2756,0.000381867
2757,0.0003917
2758,0.000377333
2759,0.0003916
2760,0.000382233
2761,0.000386733
2762,0.000391633
2763,0.000396467
2764,0.000405933
2765,0.000391767
2766,0.000410767
2767,0.000406067
2768,0.000406067
2769,0.0004203
2770,0.000406033
2771,0.000396533
2772,0.000396367
2773,0.00043
2774,0.000424967
2775,0.000425067
2776,0.000410733
2777,0.0004251
2778,0.000420233
2779,0.00043
2780,0.0004202
2781,0.00043
2782,0.000429933
2783,0.000429967
2784,0.000425167
2785,0.000429933
2786,0.000429967
2787,0.000429867
2788,0.0004299
2789,0.000429933
2790,0.00043
2791,0.0004299
2792,0.0004298
2793,0.000429867
2794,0.0004299
2795,0.000429833
2796,0.000429967
2797,0.000429833
2798,0.000429867
2799,0.00043
2800,0.000429867
2801,0.0004298
2802,0.0004299
2803,0.000429767
2804,0.000429967
2805,0.000429833
2806,0.000430033
2807,0.000429767
2808,0.000429867
2809,0.0004299
2810,0.0004298
2811,0.000429833
2812,0.000429933
2813,0.000429833
2814,0.000429933
2815,0.000425067
2816,0.000429967
2817,0.000429833
2818,0.000429933
2819,0.000429933
2820,0.000429933
2821,0.000429767
2822,0.000429867
2823,0.0004299
2824,0.000429933
2825,0.000429867
2826,0.00043
2827,0.0004298
2828,0.000429967
2829,0.0004299
2830,0.000429967
2831,0.0004299
2832,0.000429967
2833,0.000429933
2834,0.000429967
2835,0.0004299
2836,0.000429933
2837,0.000429933
2838,0.000430067
2839,0.000429833
2840,0.0004299
2841,0.000429933
2842,0.000429833
2843,0.00043
2844,0.0004298
2845,0.000429967
2846,0.0004299
2847,0.0004299
2848,0.000429767
2849,0.000429867
2850,0.000430033
2851,0.000429767
2852,0.00043
2853,0.0004299
2854,0.000429867
2855,0.000430067
2856,0.0004298
2857,0.0004299
2858,0.000429967
2859,0.000429867
2860,0.00043
2861,0.0004298
2862,0.0004298
2863,0.00043
2864,0.000429767
2865,0.000429933
2866,0.000429967
2867,0.000429967
2868,0.000429833
2869,0.00043
2870,0.000429967
2871,0.000429967
2872,0.000429767
2873,0.00043
2874,0.000429933
2875,0.000429933
2876,0.000429733
2877,0.000429967
2878,0.000429867
2879,0.0004298
2880,0.0004298
2881,0.000430033
2882,0.000429867
2883,0.000430067
2884,0.0004297
2885,0.00043
2886,0.000429833
2887,0.000430033
2888,0.000429933
2889,0.000429733
2890,0.000429967
2891,0.0004298
2892,0.000429867
2893,0.000429867
2894,0.0004298
2895,0.0004299
2896,0.0004299
2897,0.000429867
2898,0.00043
2899,0.000429867
2900,0.000429967
2901,0.000429867
2902,0.000429867
2903,0.000429867
2904,0.000429833
2905,0.000429733
2906,0.0004299
2907,0.000429967
2908,0.000429833
2909,0.000429967
2910,0.000429833
2911,0.000429933
2912,0.0004299
2913,0.000429933
2914,0.000429933
2915,0.00043
2916,0.000429767
2917,0.000430067
2918,0.0004298
2919,0.0004299
2920,0.000429567
2921,0.000429867
2922,0.000429867
2923,0.00043
2924,0.000429833
2925,0.0004298
2926,0.000429967
2927,0.000429933
2928,0.000429933
2929,0.000429833
2930,0.000429867
2931,0.000429933
2932,0.000429967
2933,0.000429833
2934,0.000429933
2935,0.000429867
2936,0.000429933
2937,0.000429833
2938,0.000429733
2939,0.000429867
2940,0.000429833
2941,0.000429933
2942,0.000429867
2943,0.000429833
2944,0.000430033
2945,0.000429833
2946,0.000429867
2947,0.00043
2948,0.000429733
2949,0.0004299
2950,0.00043
2951,0.000429933
2952,0.000429967
2953,0.000429867
2954,0.000429933
2955,0.0004298
2956,0.000429867
2957,0.0004299
2958,0.000429733
2959,0.000429933
2960,0.0004299
2961,0.0004298
2962,0.000429867
2963,0.000430033
2964,0.000429833
2965,0.000429933
2966,0.0004299
2967,0.000429867
2968,0.000429833
2969,0.000429933
2970,0.000429733
2971,0.000429967
2972,0.000444267
2973,0.000429833
2974,0.000429967
2975,0.000429867
2976,0.000429867
2977,0.0004299
2978,0.000429933
2979,0.0004299
2980,0.0004299
2981,0.0004298
2982,0.000429867
2983,0.0004298
2984,0.0004299
2985,0.000439367
2986,0.0004298
2987,0.000429933
2988,0.000429833
2989,0.0004299
2990,0.00043
2991,0.000429867
2992,0.000429967
2993,0.000429967
2994,0.000429833
2995,0.000429867
2996,0.000429833
2997,0.000429967
2998,0.000429967
2999,0.000429833
3000,0.00043
3001,0.000429933
3002,0.000429967
3003,0.0004299
3004,0.0004298
3005,0.000429933
3006,0.0004299
3007,0.000429933
3008,0.000429867
3009,0.000429933
3010,0.000429933
3011,0.00043
3012,0.000429867
3013,0.000429933
3014,0.000429967
3015,0.000429767
3016,0.0004299
3017,0.000429833
3018,0.000429933
3019,0.00043
3020,0.000429933
3021,0.000429867
3022,0.000429967
3023,0.000429733
3024,0.000429933
3025,0.000429833
3026,0.000429967
3027,0.0004299
3028,0.0004299
3029,0.000429967
3030,0.000429867
3031,0.0004299
3032,0.00043
3033,0.000429867
3034,0.0004299
3035,0.000429967
3036,0.0004298
3037,0.000429933
3038,0.000429967
3039,0.0004299
3040,0.000429967
3041,0.000429733
3042,0.0004298
3043,0.000429867
3044,0.000429933
3045,0.000429933
3046,0.000429833
3047,0.000429833
3048,0.000429967
3049,0.000429867
3050,0.000429933
3051,0.000429867
3052,0.000429933
3053,0.0004298
3054,0.000430133
3055,0.000429867
3056,0.000429867
3057,0.000429933
3058,0.000429867
3059,0.000430067
3060,0.000429867
3061,0.000429933
3062,0.000430067
3063,0.000429833
3064,0.00043
3065,0.000429733
3066,0.0004299
3067,0.000430033
3068,0.000429867
3069,0.0004298
3070,0.00043
3071,0.000429867
3072,0.000430067
3073,0.000429833
3074,0.0004298
3075,0.0004298
3076,0.000429933
3077,0.000429767
3078,0.0004299
3079,0.0004299
3080,0.000430067
3081,0.000429833
3082,0.000429967
3083,0.0004299
3084,0.000429933
3085,0.000429867
3086,0.00043
3087,0.0004298
3088,0.00043
3089,0.000429933
3090,0.0004299
3091,0.0004298
3092,0.000429767
3093,0.000429933
3094,0.000429867
3095,0.000429867
3096,0.000429867
3097,0.0004299
3098,0.000429967
3099,0.00043
3100,0.000429967
3101,0.000429833
3102,0.0004299
3103,0.000429567
3104,0.0004302
3105,0.000429667
3106,0.000429967
3107,0.000429867
3108,0.0004297
3109,0.0004299
3110,0.000430133
3111,0.0004297
3112,0.0004301
3113,0.000429933
3114,0.000429533
3115,0.000429867
3116,0.000429933
3117,0.000429833
3118,0.0004299
3119,0.000429833
3120,0.000429933
3121,0.0004299
3122,0.0004298
3123,0.000429933
3124,0.000429833
3125,0.000429467
3126,0.000429933
3127,0.0004299
3128,0.000429933
3129,0.000429933
3130,0.000429867
3131,0.0004298
3132,0.000429933
3133,0.000429867
3134,0.0004299
3135,0.000429867
3136,0.0004299
3137,0.000430067
3138,0.000429933
3139,0.0004298
3140,0.00043
3141,0.0004298
3142,0.000429967
3143,0.000429833
3144,0.000429767
3145,0.0004298
3146,0.0004298
3147,0.000429867
3148,0.000429967
3149,0.0004298
3150,0.000429967
3151,0.0004299
3152,0.000429767
3153,0.000429867
3154,0.0004297
3155,0.000429933
3156,0.000429933
3157,0.0004298
3158,0.000429933
3159,0.000429833
